Name,ORE_sdE3_r1_GTGGCC_L004,ORE_sdE3_r2_TGACCA_L005,ORE_w_r1_ATCACG_L001,ORE_w_r2_GTTTCG_L002,OREf_SAMm_sdE3_ATTCCT_L002,OREf_SAMm_w_GTCCGC_L006,SAM_sdE3_r1_ATGTCA_L006,SAM_sdE3_r2_GCCAAT_L007,SAM_w_r1_ACTTGA_L003,SAM_w_r2_GAGTGG_L004,SAMf_OREm_sdE3_TAGCTT_L001,SAMf_OREm_w_CAGATC_L005
FBtr0084924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0344619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0080182,324.59,377.525,422.414,340.945,365.114,462.142,372.113,483.545,375.306,365.692,415.207,348.453
FBtr0080183,1.43899,1.76799,2.67076,3.27456,1.93112,2.13881,1.89929,1.14607,2.61191,1.77509,1.90879,1.51026
FBtr0100584,1.54465,0.82278,0.947208,1.09235,1.06807,1.37223,1.20668,0.887425,1.66537,1.31863,0.801662,0.864258
FBtr0305260,112.099,100.43,94.9719,92.3253,124.864,100.293,120.316,103.908,117.164,99.8163,129.325,112.039
FBtr0332029,489.723,504.153,519.2,580.66,627.825,504.752,519.03,430.204,467.579,430.593,467.382,508.228
FBtr0113176,0.0,0.0,0.0,0.0,0.0,0.0225483,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0347065,0.0360381,0.0207624,0.113141,0.0784046,0.0237557,0.0847174,0.156146,0.0706526,0.0475138,0.0430322,0.0914149,0.111723
FBtr0084920,0.0370499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0075705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0075706,23.5135,14.2284,18.8129,21.8104,23.8636,22.0532,31.2322,20.3333,35.3714,25.9152,17.5352,18.6577
FBtr0075708,35.4923,40.3032,52.2333,55.4189,46.9271,53.5001,59.4192,52.3588,51.4445,50.8092,13.5352,27.7416
FBtr0075707,30.7828,27.9104,33.8575,27.2191,30.759,25.6507,29.6644,23.4763,27.1225,21.3574,19.1626,27.3986
FBtr0075704,0.0,0.213028,0.0,0.227508,0.0,0.0,0.130843,0.197535,0.0,0.139997,0.10293,0.169595
FBtr0075703,1.12642,1.26977,1.36962,0.915151,1.68829,1.78522,2.37647,1.97446,1.90362,1.93695,0.863409,1.427
FBtr0100444,22.1982,41.6025,49.874,43.8033,52.5914,45.9343,46.8656,57.7535,33.0175,32.4941,20.7649,44.4128
FBtr0100445,0.405617,0.294727,0.191836,0.424384,0.076566,6.73546e-05,0.0798653,0.130622,0.219814,0.000661495,0.152061,0.0
FBtr0333045,1.69668,0.782462,1.79508,1.17777,1.62838,1.15903,1.46361,1.40138,1.24284,0.763486,0.553851,1.20572
FBtr0333046,0.0800027,0.0,0.0,0.0,0.170966,0.0,0.0,0.0,0.300034,0.0,0.0,0.0
FBtr0100354,35.0739,25.8705,35.3224,32.6818,28.5207,28.7574,36.4351,26.6807,33.7655,33.2561,23.5748,27.6205
FBtr0079502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0079501,0.010425,0.0606253,0.0,0.0375703,0.0,0.0393669,0.00944947,0.0115403,0.0166824,0.0272167,0.0190426,0.0122209
FBtr0083528,1.34795,0.913759,1.4719,0.658754,1.07209,0.501533,0.926583,1.08556,0.80363,0.803166,0.433871,0.625482
FBtr0347216,0.398871,0.456673,0.780729,0.750325,0.525348,0.483684,1.9786,0.258805,1.39507,1.10782,0.371763,0.686285
FBtr0074350,0.0,0.0,0.0,0.00273577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0307538,0.0555265,0.0717309,0.0456996,0.0402896,0.0274373,0.0539779,0.0516029,0.0162662,0.0292012,0.0198571,0.0417921,0.0516141
FBtr0100012,1.76324,1.93237,3.24577,4.82407,1.87703,2.44343,3.44853,3.03069,3.40344,3.64899,1.55325,2.52468
FBtr0100013,3.64386,3.81796,5.4258,6.09257,3.70892,4.95367,5.51723,3.60373,8.01647,4.42105,3.07816,5.92587
FBtr0346107,0.0967361,0.083066,0.0568039,0.0909862,0.0477787,0.0,0.134961,0.0941498,0.126877,0.172719,0.180324,0.149797
FBtr0077567,5.90482e-08,0.0,4.2473e-08,2.05322e-08,0.0,2.33286e-08,1.33406e-08,0.0,1.10787e-07,9.14853e-09,0.0,0.0
FBtr0333252,2.35722e-08,0.0,1.63416e-08,8.01539e-09,0.0,0.000348442,4.78949e-09,0.0,4.54221e-08,3.301e-09,0.0,0.0
FBtr0333253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0333254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0333255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0333256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233494
FBtr0333258,0.0122139,0.0,0.0143621,0.00571852,0.0,0.0219144,0.01135,0.0,0.0160618,0.00728087,0.0,0.0
FBtr0333259,0.0,0.0202187,0.0,0.0,0.0231979,0.0,0.0,0.0114626,0.0,0.0,0.0,0.0
FBtr0445397,5.90482e-08,0.0,4.2473e-08,2.05322e-08,0.0,2.33286e-08,1.33406e-08,0.0,1.10787e-07,9.14853e-09,0.0,0.0
FBtr0100654,0.260247,0.0,1.40595,0.0,4.73563e-05,0.0,0.75859,0.0,0.936288,0.519867,0.0050709,3.02318e-05
FBtr0087704,0.0,0.17412,0.120688,0.00287859,0.0811763,0.0,0.243585,0.0350941,0.0,0.0,0.0872672,0.0
FBtr0087703,11.4206,10.0449,12.9502,12.8661,13.4956,12.1336,17.8878,12.9156,15.4727,10.4759,8.74737,12.0392
FBtr0100656,0.21364,5.77195e-11,0.0,0.177091,0.0,0.240168,0.0,0.23893,0.176028,0.132507,0.0,0.0
FBtr0309888,0.068486,0.0,0.0594421,0.0,0.0604174,0.0,0.0,0.0457891,0.108821,0.0,0.0,0.0700107
FBtr0309889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124073,0.0,0.0,0.0
FBtr0309890,0.0607117,0.0607271,0.487372,0.176231,0.0578806,0.0818525,0.114349,0.100326,0.100899,0.155717,0.0,0.170859
FBtr0309891,0.0,0.0,0.0,0.0283033,0.0,0.0,0.0,2.19588e-09,0.109393,0.0,0.0,0.0
FBtr0309892,1.11121,0.765514,1.11484,0.917461,0.652094,0.0,0.242794,0.0,0.718444,0.0,0.0,0.669953
FBtr0309893,0.00844812,0.0623223,0.560246,2.87456e-07,2.34127e-06,0.167702,0.0,0.169036,0.00202682,1.32055,0.218939,0.104249
FBtr0301395,0.0,0.0,0.0,0.0,0.06913,0.000288655,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0306635,3.32666e-07,0.0,0.00092282,0.0,0.0,0.0,1.20353e-05,0.0,1.33889e-05,1.17117e-05,0.0,0.0
FBtr0078071,46.8042,57.3999,35.139,45.3477,38.9569,29.9962,37.3552,39.7629,38.0918,49.9541,44.6166,45.2819
FBtr0310023,0.690537,0.741036,0.530344,0.774565,0.628052,0.685199,1.41631,0.985758,0.987749,1.26602,1.06883,0.980172
FBtr0078122,0.0,0.0,0.0,0.0,0.0,0.00774341,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0078121,2.88779,2.4147,1.97444,2.32863,2.07022,1.15746,2.85456,1.45277,3.49675,2.75224,1.791,1.93353
FBtr0078123,11.0581,10.1379,16.2577,10.885,11.6578,11.0332,13.9752,8.27308,12.2137,9.65001,4.14122,7.59432
FBtr0332336,0.155897,0.106782,0.421228,0.257549,0.347987,0.461024,0.592385,0.350106,0.166133,0.478144,0.0457937,0.177949
FBtr0332337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0306341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0330652,0.143414,0.145177,0.200513,0.147439,0.13696,0.170442,0.275949,0.191927,0.186008,0.186659,0.116027,0.1124
FBtr0330653,5.32417,0.877602,1.24789,1.5486,1.55853,2.13533,2.86751,1.50339,4.67128,1.52804,5.53891,1.78003
FBtr0089290,0.0313885,0.574598,0.984794,0.911419,1.01179,1.66235,0.0129954,1.48164,3.02967,1.05316,1.04889,0.00771101
FBtr0089289,0.24988,0.822012,0.410874,0.522162,0.529929,0.318375,0.214626,0.963282,0.624832,3.22647,0.289711,0.0
FBtr0089288,1.46945,1.91228,3.78502,3.0462,1.58466,2.40687,0.722148,0.551291,0.547241,0.87481,0.29869,0.138581
FBtr0100447,0.0,0.50136,0.00772768,0.0,9.32885e-07,2.72623e-09,0.0,0.0,0.0,0.0,1.37012,0.0248455
FBtr0100448,24.0706,23.5606,20.4514,19.0554,22.4405,17.5154,18.8222,18.09,29.5183,21.67,16.8046,20.7823
FBtr0329933,3.14147,0.884837,0.138557,0.82044,1.0407,2.01655,2.11304,0.334457,1.04264,2.52667,0.505786,1.10571
FBtr0336949,0.0265576,0.121315,0.0890419,0.0,0.249976,0.346084,0.424557,0.812997,0.539233,0.670734,0.0,0.121324
FBtr0079532,37.0613,53.8415,28.7423,28.1109,40.0861,21.7322,33.4509,27.407,28.3267,17.1063,37.5976,29.8951
FBtr0343382,35.1035,28.0481,35.7681,32.9888,21.0697,35.1918,28.686,21.5065,25.7185,25.8745,26.7797,26.2904
FBtr0077376,5.95253,5.49266,7.51106,6.20477,6.25217,8.64607,4.72395,5.10812,8.03272,6.34113,5.70113,4.894
FBtr0100560,0.113758,0.0,0.0584197,0.0,0.0521026,0.0,0.0953222,0.0,0.0722773,0.0,0.0492482,0.0
FBtr0087787,13.5958,2.25367,11.0608,3.72439,16.4826,6.16708,10.1507,1.37235,3.19275,3.74218,6.91692,7.81878
FBtr0087786,48.997,45.9308,51.6967,51.3757,48.5083,53.0114,51.001,47.9773,60.6257,52.3289,37.5208,43.3649
FBtr0334772,48.997,45.9308,51.6967,51.3757,48.5083,53.0114,51.001,47.9773,60.6257,52.3289,37.5202,43.3649
FBtr0087788,5.62997,6.76099,7.55105,6.50248,9.2728,10.1821,8.33818,6.18931,11.0239,4.21189,10.1843,6.1705
FBtr0300890,66.9041,63.8568,67.3639,58.8082,65.3318,72.7065,73.1495,79.7105,67.1035,57.3791,71.3714,65.1055
FBtr0078190,0.12943,0.248871,0.0,0.148195,0.546279,0.0,0.378959,0.167454,0.675709,0.243183,0.0,0.321535
FBtr0078186,14.1674,17.4974,23.9919,21.5287,19.4861,19.9492,23.7348,20.8177,21.2572,18.0172,11.4444,18.0581
FBtr0078188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0078189,14.9936,10.9499,10.9593,10.5574,12.2476,7.75124,12.48,9.27512,13.3973,10.7776,11.9274,10.8581
FBtr0078187,0.586536,0.758956,0.228552,0.459323,0.48169,0.470659,0.541178,0.56491,1.02505,0.45326,0.271545,0.698345
FBtr0307392,0.185077,0.0,0.0,0.520311,0.0,0.0,0.286216,0.248167,0.464026,0.0,0.0,0.260782
FBtr0307393,0.55381,0.477816,0.644621,1.14415,0.981677,0.533307,0.610284,0.212283,1.30167,0.637433,0.306276,0.337359
FBtr0100014,1.11355,1.14273,1.85974,1.20563,1.35869,1.01977,1.30833,1.02279,1.4478,1.13217,0.553489,0.921084
FBtr0114559,0.650214,0.341679,0.56629,0.2059,0.66577,0.420417,0.28924,0.1176,0.630162,1.39273,0.557508,0.124748
FBtr0114560,0.00606008,9.77605e-05,0.0,2.28519,2.29964,3.54557,9.54866,7.96723,11.269,7.30455,2.09847,3.08746
FBtr0114561,30.0241,28.5392,40.1121,33.5019,35.7541,32.2707,41.1438,30.4185,39.9738,28.2066,22.1096,32.667
FBtr0340083,11.6372,12.9146,14.7418,10.7512,11.4236,9.39703,5.64486,4.18369,7.05066,5.64522,6.72787,8.01477
FBtr0072678,101.304,119.724,110.301,86.5396,106.171,105.85,117.442,116.904,95.6021,105.402,124.409,113.503
FBtr0081770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0113202,0.654049,0.899572,0.552591,0.398861,0.0942716,0.365776,0.577591,0.200642,0.220712,0.312239,0.712931,0.657038
FBtr0113203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0300826,0.296758,0.272138,0.261185,0.283017,0.101986,0.0552582,0.308118,0.104813,0.171886,0.233841,0.215499,0.245653
FBtr0300827,0.0198571,0.0,0.0546555,0.0256084,0.0344755,0.0,0.0,0.0,0.0,0.092431,0.0,0.0
FBtr0333827,0.100056,0.0457531,0.138359,0.0,0.125382,0.0647019,0.0,0.210014,0.0,0.0729265,0.0893523,0.0862049
FBtr0333828,0.64175,0.909243,0.894869,0.921479,0.891092,0.892601,0.857703,0.685728,0.770321,0.801197,0.238858,0.498807
FBtr0333829,2.13057,1.46852,1.58781,1.98366,1.7887,1.2023,1.43017,1.27462,2.44176,1.59144,1.23335,1.16107
FBtr0077420,2.55752,1.53748,2.24419,1.73949,3.81984,3.09354,5.40813,4.71427,2.08139,3.73517,3.60839,3.64495
FBtr0080674,0.0,0.0,0.0224835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0080932,0.0,0.0208797,0.0,0.0221915,0.0,0.0,0.1335,0.0237022,0.0,0.0575129,0.0233152,0.0248329
FBtr0331931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0075549,0.0,0.0,0.1668,0.0,0.0,0.349259,0.125295,0.144003,0.18804,0.0,0.0,0.0
FBtr0100446,7.2942,6.05272,8.7549,7.17529,8.248,7.83698,9.526,7.08328,8.87812,6.58347,4.84983,7.0947
FBtr0085384,14.0094,12.7003,13.189,14.6714,9.82619,12.3647,13.5131,11.7002,12.0881,13.0881,10.4196,12.8695
FBtr0100482,78.9199,95.7684,116.759,103.928,87.2329,94.5754,89.5472,81.0754,78.6795,79.2113,70.5918,92.184
FBtr0100483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0070255,0.708195,0.0,0.292811,0.0,0.0,0.0,0.284082,1.02151,1.17476,0.359122,0.0,0.667354
FBtr0070256,182.988,166.631,248.108,196.755,199.346,190.451,249.901,188.492,243.274,165.732,154.311,201.376
FBtr0100198,1.04468,0.902123,0.474323,0.951319,1.06367,0.494807,1.8121,1.38809,1.57588,0.897206,0.647471,1.31615
FBtr0070177,0.330867,1.01002,1.05799,0.411931,0.688614,0.44131,0.647114,0.229306,0.795784,0.688163,0.474847,0.494259
FBtr0070176,37.1254,39.8331,61.5936,44.5225,47.3783,44.2415,60.9815,41.7953,46.2797,32.4547,26.9017,41.2611
FBtr0070178,16.9191,12.9341,21.0885,16.8684,15.8024,11.8754,20.8205,10.2765,19.9615,13.2265,6.70382,10.4389
FBtr0302884,0.212022,0.143463,0.401637,0.558063,0.337521,0.0,0.419189,0.246716,0.603886,0.297081,0.0991639,0.113416
FBtr0305651,2.13537,1.9737,4.95055,2.11655,2.17795,0.745243,2.14161,1.26779,1.62495,1.52621,1.57291e-07,1.33959
FBtr0305652,0.0,1.10017,0.0,0.293411,6.20024e-10,7.13845e-09,0.45817,1.45478e-08,1.24065,0.462497,1.28658e-09,0.0
FBtr0336687,1.52892,1.14899,1.91325,1.26101,1.11478,1.16232,2.34969,1.10346,1.98445,1.33212,0.611458,0.706235
FBtr0085612,0.0,0.0,0.0,0.19867,0.232933,0.0,0.0,0.0,0.313275,0.0,0.0,0.0
FBtr0077005,0.0,0.0,0.0355122,0.0276603,0.0,0.0368532,0.0834856,0.0,0.039935,0.0,0.0,0.0
FBtr0077006,0.118738,0.0,0.0350751,0.109317,0.0587869,0.0,0.137448,0.0294087,0.11832,0.0356113,0.029119,0.0614418
FBtr0083277,143.166,116.073,156.674,131.405,140.789,161.747,196.554,172.071,166.649,137.828,132.492,141.889
FBtr0070133,0.0429954,0.00891696,0.0462571,0.0210048,0.118963,1.76044,0.802582,0.291166,0.020805,0.00330191,0.00863119,0.92958
FBtr0070132,0.000308944,0.00236504,0.0116264,0.0283241,0.00301553,0.630723,0.0829013,0.236298,0.00549254,0.0202028,0.000246725,0.000520598
FBtr0070130,0.295918,0.0404625,0.877039,2.21011,0.0160179,0.170457,0.466697,1.2907,0.739134,0.610116,0.0091362,0.851679
FBtr0070131,0.909051,0.697177,0.592875,0.282148,1.16021,0.726326,1.13593,0.77607,0.738848,0.708051,0.453254,0.302662
FBtr0340195,0.0,0.0995549,0.152677,0.127982,0.287,0.0,0.245018,0.263917,0.179116,0.164497,0.0,0.0
FBtr0340196,0.000281953,0.0081186,0.767361,0.546988,0.286286,0.480609,0.543092,1.2462,0.50754,1.50085,1.67988e-05,0.00520304
FBtr0340197,12.6409,9.43078,12.7739,11.6654,11.1821,8.74505,10.6945,6.05627,15.284,12.9364,7.9038,8.44612
FBtr0302259,0.803078,0.328325,0.531668,0.668594,0.397112,0.560021,0.941844,0.353929,0.410795,0.475852,0.249675,0.43911
FBtr0302260,7.9022,12.0316,7.54282,7.4466,9.644,6.12633,10.9442,8.5157,10.0436,8.61925,8.26283,11.7651
FBtr0308065,8.60504,22.6611,4.89392,15.0483,4.58315,5.52768,1.93066,4.0537,3.47095,6.34065,9.74706,7.2109
FBtr0343418,0.328411,0.293539,0.18045,0.198371,0.122318,0.115685,0.416758,0.116095,0.332671,0.344929,0.300407,0.215628
FBtr0083584,0.0582161,0.0,0.0124578,0.0395177,0.0366266,0.032215,0.0491477,0.0103668,0.0418398,0.0315856,0.0150659,0.0273419
FBtr0083585,0.0,0.0399219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0330042,0.0582161,0.0,0.0124578,0.0395177,0.0366266,0.032215,0.0491477,0.0103668,0.0418398,0.0315856,0.0150659,0.0273419
FBtr0089869,6.12728,4.18349,6.60943,5.17892,5.75105,5.83117,7.95122,4.71694,10.0502,5.20841,3.90592,5.99065
FBtr0089870,162.095,180.779,166.06,170.61,178.674,188.296,182.363,195.869,147.741,170.749,166.957,182.506
FBtr0305177,0.0,0.0,0.0994557,0.0,0.0,0.0,0.0,0.0,0.134876,0.0,0.0,0.0
FBtr0085640,0.0,0.0,0.0,0.133199,0.0,0.0,0.140482,0.0,0.423333,0.0,0.0,0.0
FBtr0082621,1.2361,2.17213,0.959532,1.01105,1.30985,0.525177,1.1426,1.10659,1.19592,1.12879,1.62612,1.5016
FBtr0083369,5.75345e-06,0.000146174,0.418712,0.0197601,5.15165e-05,0.37295,0.658716,5.15159e-06,4.38928e-05,0.444403,0.568482,0.315179
FBtr0083315,12.0003,11.6508,15.4845,12.4157,14.7558,13.4503,16.0204,12.9816,16.0124,12.0966,8.60433,12.9607
FBtr0100643,0.3473,0.246759,0.801512,1.03519,1.01878,0.708425,1.24333,1.07288,0.976867,0.173994,0.451065,0.765507
FBtr0337017,0.0,0.101751,0.0,0.101507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113666
FBtr0089490,0.0,0.0,0.0,0.242195,0.0,0.153877,0.0,0.0325095,0.187151,0.0,0.0,0.000519556
FBtr0089492,0.451777,0.200606,0.174321,0.105772,0.296852,5.87546e-06,0.115478,0.0,0.157096,0.0,0.0,0.156459
FBtr0089491,0.572246,0.523021,0.0,0.0704939,0.464895,0.0,0.325238,0.116909,0.100231,0.0,0.467636,2.17987e-06
FBtr0300290,0.240974,0.086454,0.252065,0.00450048,0.0,0.0,0.191887,0.000117019,3.96208e-05,0.0,0.0981894,0.117803
FBtr0300291,0.317836,0.37764,0.231721,0.0,0.15098,0.0,0.0571439,0.0778208,0.127926,0.0,0.0834633,0.0
FBtr0301773,0.340047,0.260711,0.251991,0.313396,0.0,0.286134,0.0,0.123139,0.146767,0.0647522,0.206835,0.0
FBtr0308349,0.000710814,0.000609817,0.70138,0.71623,0.0,0.0,0.337047,0.212762,0.014942,0.22516,8.6358e-07,0.139836
FBtr0346814,0.19904,0.350318,0.156488,0.336047,0.0,0.400026,0.0,0.0,0.139122,0.0,0.0,0.175282
FBtr0085043,0.159105,0.069784,0.0,0.0363599,0.0,0.0,0.0,0.158593,0.05308,0.047844,0.0,0.0412014
FBtr0332175,0.338881,0.468419,0.464314,0.0,0.272118,0.388397,0.85589,0.197707,0.608053,0.511745,0.648993,0.422221
FBtr0332176,4.50204,2.39166,3.99336,3.5952,3.16907,2.83286,5.42316,2.99014,5.51368,3.77569,2.67884,2.77967
FBtr0290212,10.6344,12.85,16.8037,14.3461,14.9136,15.593,15.3364,15.694,15.0663,12.4772,9.9818,16.4115
FBtr0100019,0.0,0.00389316,0.0,0.0,0.0143416,0.0,0.0,0.0159697,0.00516309,0.0,0.0,0.01152
FBtr0330120,0.0,0.00389316,0.0,0.0,0.0143416,0.0,0.0,0.0159697,0.00516309,0.0,0.0,0.01152
FBtr0304844,0.0,0.0,0.0,0.0,0.0,0.0,0.0421107,0.0,0.0,0.0,0.0190668,0.0
FBtr0304845,0.0,0.0,0.0243827,0.0,0.0,0.0126099,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0304846,0.0,0.017311,0.0,0.0344374,0.0,0.0,0.00582382,0.0392417,0.00881376,0.00547253,0.0170065,0.00693729
FBtr0347149,0.0,5.38701e-08,0.0,0.0,0.0,0.0,1.32077e-09,9.71203e-08,1.4698e-08,1.3504e-09,1.2389e-08,2.24637e-09
FBtr0100020,270.291,289.122,179.353,198.733,196.497,171.858,143.01,159.995,194.522,219.749,319.934,228.127
FBtr0310435,9.40041,7.94424,5.96027,8.22927,4.27724,3.42953,3.62149,3.11637,4.99456,5.3361,4.85764,4.5766
FBtr0310436,29.8463,22.2919,28.5574,30.9466,19.2192,16.3496,25.4837,16.9017,37.1534,32.2769,13.4336,17.6705
FBtr0310437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0308251,6.37548,3.358,3.84997,4.39973,3.45401,2.19051,6.71925,2.17615,6.33539,3.31227,3.15113,3.52774
FBtr0334300,4.80853,3.80738,3.12596,3.94687,2.27008,1.83125,2.21672,1.58204,2.05346,2.24533,2.42045,2.05784
FBtr0078408,0.0,0.119591,0.0,0.0,0.0,0.0,0.0,0.0680109,0.0,0.0831482,0.0653725,0.0
FBtr0344634,1.75803,0.768773,1.99512,0.861021,1.36498,1.47444,1.07693,0.637686,1.86298,1.9443,0.583311,1.02195
FBtr0079834,4.07233,2.24131,4.55977,4.07402,3.70572,3.42244,5.57626,3.66844,5.21763,3.65697,2.33344,3.46018
FBtr0079835,0.0691078,0.0863278,0.17612,0.0454656,0.0519813,0.0600769,0.300165,0.04856,0.255955,0.224865,0.0477211,0.112418
FBtr0076605,10.5243,8.71245,10.3966,7.96732,9.35,9.13976,12.3075,7.36927,12.6253,7.78018,6.2065,9.64886
FBtr0113153,3.26546,3.48725,5.04753,4.55783,4.70272,4.09686,4.66489,4.97645,4.53848,3.97842,1.91586,3.42766
FBtr0076676,0.894084,0.565547,0.926875,0.813161,0.905996,0.966012,1.20099,1.17313,0.984861,0.511146,0.41547,0.595546
FBtr0076675,0.619344,0.6358,0.499545,0.498258,0.62187,0.63924,0.532058,0.222036,0.554229,0.794709,0.397327,0.896287
FBtr0076674,0.233398,0.0,1.5958e-10,0.0122414,0.0,0.0,0.0,0.0,0.473896,0.0,0.0,0.137051
FBtr0113154,0.302245,0.521337,0.836173,0.318614,0.48356,0.0689108,0.54915,0.227176,0.0,0.102069,0.301524,0.457976
FBtr0273217,0.0,0.0178787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198819,0.0
FBtr0088903,20.9738,18.3269,17.3352,23.5454,25.5119,17.3981,14.0776,18.6962,14.2529,22.639,13.3857,16.0252
FBtr0100479,234.514,316.333,268.115,314.707,286.956,305.683,269.696,314.813,204.677,216.872,289.705,291.389
FBtr0078064,1.26205,2.65183,1.88707,3.00998,1.33691,2.08666,0.770039,1.06619,1.08485,1.0352,2.16052,1.7249
FBtr0075429,1.43654,0.91385,1.06842,1.26052,1.32938,1.25942,1.62498,0.805423,1.66417,2.43789,1.86643,2.09149
FBtr0079377,0.0,0.0,0.174976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0309814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0309815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0345445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0077867,117.569,140.414,161.1,159.544,136.297,121.653,134.33,107.255,106.141,95.8507,106.168,138.14
FBtr0077868,0.946118,0.412425,0.730689,0.59348,0.449104,0.0904267,0.723675,0.144526,1.21752,0.335871,0.497334,1.44332
FBtr0070090,3.68837,2.80158,4.54215,4.15241,2.90775,3.82255,3.91756,3.82789,3.11608,3.46303,2.92889,3.9248
FBtr0070089,20.0325,22.917,31.0429,25.5039,26.555,21.5443,22.7783,22.3248,22.1053,17.0952,16.2916,23.2532
FBtr0100475,16.9959,13.2717,14.7423,13.1179,16.9616,12.6123,18.5355,10.2803,17.4843,11.2933,12.0102,12.217
FBtr0100476,2.43335,1.30692,1.78661,2.29021,1.30373,2.21376,0.849392,1.48014,1.59637,0.603814,2.07974,1.1514
FBtr0334033,0.139248,0.124669,0.145073,0.115924,0.61254,0.0,0.234207,0.490861,0.0,0.156625,0.113322,0.247763
FBtr0079808,0.0,0.239522,0.761171,1.21204,0.916385,0.786697,1.7866,1.53553,2.31307,1.54362,3.28198,2.29492
FBtr0343428,0.143689,0.316839,0.0,0.0,0.364576,0.0,1.34101,0.359286,0.242262,0.0,0.344032,0.380919
FBtr0343429,2.67752,4.20644,0.521402,0.0286887,1.14373,1.12824,13.4654,3.04798,3.04576,4.68968,6.5572,5.26908
FBtr0082153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0100573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133997,0.0,0.0,0.0
FBtr0100642,0.797053,2.02641,0.54665,1.30185,0.540568,0.620096,0.426579,0.79555,0.39222,0.908776,2.14527,0.260777
FBtr0302528,0.0475568,0.0419009,0.0,0.0,0.0,0.0587014,0.0,0.0,0.0,0.0,0.144526,0.0493009
FBtr0087284,0.0,0.0,0.0445877,0.172437,0.0,0.0463312,0.0348467,0.037504,0.10046,0.0452905,0.112454,0.078029
FBtr0089225,34.6533,35.7212,31.3936,36.6442,28.5044,22.9346,32.7538,25.9575,40.9751,40.4725,23.1065,27.7298
FBtr0089224,0.0,0.457438,1.56285,1.63619,0.293452,0.189934,0.822009,0.654442,0.341418,0.648497,0.0,0.157645
FBtr0089223,0.692043,0.863391,0.83928,1.87677,0.351372,0.786045,0.274206,0.342528,0.437644,0.756385,0.26563,0.359022
FBtr0309865,26.185,18.6693,14.5034,22.5075,14.2787,10.9684,15.0433,11.9779,20.7195,21.3417,15.8933,15.0095
FBtr0071519,19.1372,21.5972,22.5379,21.3243,35.9842,17.5009,37.8238,23.9077,20.8652,12.6674,26.1158,22.7105
FBtr0077661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
